FONTE-F.ENERGIA,180
PASSIV-CONEXÃO,25
GERAL-VERIFICAÇÃO,14
BLE-MÓDULO,14
SG2000-LIMPEZA,45
BLE-CONEXÃO,32
GERAL-Ó.ROMPIDO,77
