FONTE-F.ENERGIA,84
BLE-CONEXÃO,23
CBCOAX-ROMPIDO,55
BLE-MÓDULO,74
PASSIV-INSTALACAO,25
CMTS-MAUCONTATO,14
SG2000-MÓDULO,53
GERAL-R.INTERNA,122
BTD-FUSIVEL,20
PASSIV-RUÍDO,22
PASSIV-DANIFICADO,14
PASSIV-MÓDULO,25
BTD-QUEIMADO,24
PASSIV-PRISIONEIRO,42
SSP-INSTALACAO,25
