FONTE-F.ENERGIA,30
PASSIV-RUÍDO,21
FONTE-F.ENERGIA,4
FONTE-AJUSTE,200
BTD-MÓDULO,61
MB-MÓDULO,10
MB-FONTE,30
MB-FUSIVEL,42
GERAL-RESET,20
COMBINADOR-CBCOAX,65
