BTD-FUSIVEL,26
GERAL-R.INTERNA,21
GERAL-S.INTERV,12
MB-MÓDULO,76
BTD-MÓDULO,30
MB-FONTE,33
FONTE-F.ENERGIA,11
GERAL-R.INTERNA,35
